PC1,PC2,PC3,PC4
-0.0071411590738056484,-0.3179990268514557,0.47150269612459106,-0.338386847538392
0.2481643315964144,-0.4295703136287661,-0.2517285710189376,-0.11196570679789446
0.26409062844017395,0.3351628753741375,0.33646833596468323,0.13720696031615953
0.2553792163500312,0.06674628296644504,0.3502020833615187,0.12657537382051143
0.18953829878058961,0.1313021845133579,-0.4704871817441118,-0.3415588476851474
-0.06625216972373175,-0.4885055474067755,0.2584155079268852,-0.10959573453603683
0.26367845817014735,-0.026795758340339534,0.005765138388287503,-0.12994665006863124
0.18252933785985756,0.26576546588348365,0.33195939664957863,0.1455928835540704
0.2327791395502382,-0.4453011461505817,0.10772992813875464,0.26106475647722105
0.3430335968490919,-0.05750179720446993,0.003012189980165324,-0.38711222158599995
-0.4871767596197706,-0.0014273370285169064,0.11215984431110565,-0.14515537695302122
0.44788655171003106,0.156349590137245,0.028941678475272337,-0.2524389715808342
0.22459279668618462,-0.21043459115173527,-0.2346618649910638,0.6070812619610385
