PC1,PC2,PC3,PC4
0.15686468732441572,-0.30047558446307593,0.526442384435498,0.12436240675346305
0.09969588148225166,-0.4044423486949433,-0.27841228199646806,-0.3237197994576385
0.4076851660264248,0.060082796592765594,0.1483036592201398,0.09441527604302999
0.2561344292120823,-0.31432537592364995,-0.04010961766219579,-0.18497476148692546
0.11363407864588032,0.30426557497594864,-0.28332612671553564,-0.2736292880074888
-0.09578623907255296,-0.44781720238025097,0.24327242007053135,0.2702185809051469
0.1542475179754815,-0.16245749806978654,-0.03918687758664778,-0.604653636103305
0.21474164101504503,-0.01903626183777396,0.08559974106758045,-0.12641520808174916
0.1981397403108283,-0.48293471717667324,-0.22979457565680933,0.05675040731942806
0.3547803870157586,0.12371873872999631,0.181800983502595,0.0474383578400133
-0.4887725156329131,-0.13071878903307685,0.15319751027698628,-0.23285721135787024
0.449827975206022,0.22307116660586207,0.22119788327256074,-0.07806610433010647
0.18781886228473593,-0.09207282973895509,-0.5613991837549579,0.4912676248511286
