PC1,PC2,PC3,PC4
-0.347064294823414,-0.18450019575807844,0.3122439630986281,-0.39933783498546244
0.0182475421284986,-0.38582655896205303,-0.30649124795404686,-0.034249707314099105
-0.3231984543614029,-0.2617032923575793,-0.13502063679435194,0.2049351001896653
-0.18553609469695553,-0.3812255096301491,-0.09012067690179076,0.2497667099615687
0.10719000354895461,0.2943816187931778,-0.19085697072843152,-0.04026515604695882
0.04328753715425072,-0.3391080251286545,0.29191908608204264,-0.6003647146250072
-0.06976366278948566,-0.19291029584502523,-0.08918255384798453,0.33325267116403506
-0.10855148912061588,-0.05878990828762546,0.5733108415793294,0.39956100371783254
0.015531935197806627,-0.5225923944495307,-0.21794638579275982,-0.01206464085113623
-0.2322691999784194,0.12692527178666357,-0.06366810221187139,-0.22795296664756337
0.11270095957872667,-0.0942217536385014,0.5109492715391349,0.22147206417920384
-0.5730812245007553,0.1885308697501573,-0.10439418568479533,-0.016520506145247357
0.5612528828641599,-0.1652759901790389,-0.02027239951358648,-0.027894831378681675
