"ID","PC1","PC2","PC3","CHI"
1,-0.693387826182808,-1.05698204540102,1.23191761538474,0.35
2,0.461137032863181,1.41922695108398,-0.11780684876589,0.26
3,1.26168797749927,-0.59805949690847,0.852390966664367,0.32
4,1.18563642771285,0.344241678823914,-1.01717891008747,0.31
5,0.432582912151214,-1.42041130235444,-0.446723758426327,0.31
6,-1.38314480084137,-0.660267523203035,-0.393299976464854,0.33
7,-0.387806678030767,0.0101809387381713,-1.22274925255524,0.24
8,0.143046927712252,0.034223408907229,0.174653558959651,0.17
10,-1.28854765390666,0.965753850347758,-0.0144358872051054,0.3
