"ID","PC1","PC2","PC3","CHI"
1,-0.78293065114092,1.12884370745884,-0.243666527615091,0.26
2,1.46602205654203,-0.9615583104423,-0.321081369938262,0.31
3,-0.26019217433867,-1.45380185508379,-0.109870124809132,0.28
4,-1.01404379601072,-0.0804108367954312,0.828147914843574,0.26
5,-1.64389127696363,-0.381291255613653,-0.574975152620386,0.38
6,0.864872178012628,0.912688628811506,-0.738930013963835,0.28
7,0.551208088602556,-0.0780768156381001,0.385393511479487,0.2
8,-0.0647716585799255,-0.160902436809816,-1.22258432977378,0.26
10,0.272738982157484,1.32961968773016,0.881489458548092,0.34
