PC1,PC2,PC3,PC4
-1.7156669312372468e-4,-0.20772286184262254,-0.5299755900181046,0.3644635916273056
-0.26211889933368904,-0.44030284339163356,0.19854755598811688,0.11210629582777552
-0.2631736405992987,0.3706444120486152,-0.2824265584261784,-0.1480065990092993
-0.2523181814360882,0.12402942163946187,-0.3150379221950638,-0.2000979892211068
-0.1865351301822643,0.09418031258496948,0.4809551550699804,0.3374293003282606
0.04869740416550587,-0.44236097698562643,-0.34661728272014264,0.16427612019152665
-0.27245759417878773,-0.0263716905404447,-0.016045889348278598,0.061337189407453294
-0.17915693994584372,0.2993655898086094,-0.27806265465417024,-0.19389391710842502
-0.2470998526976984,-0.43650708383000136,-0.1500384054052508,-0.2253510897727274
-0.32591513668339706,-0.007554371176860214,-0.017547817192725215,0.43733600125585603
0.4882531687627686,0.017186970235500334,-0.10834142262255454,0.11358730794342105
-0.44319108492632187,0.19649159413187373,-0.010885633701563154,0.25951019473799813
-0.22974588914450697,-0.293011624725643,0.19229551856956958,-0.5368030574959601
