PC1,PC2,PC3,PC4
-0.16930221106585458,0.15623286833291866,-0.6010729334785766,0.10472964265316859
-0.14855272761249033,0.4447508350879362,0.19522098237473634,-0.30800100167367367
-0.394681948905624,-0.12996171906219167,-0.10408293693027416,0.053202921332709915
-0.24892229678738215,0.30010574985991406,-0.03389756004458832,-0.20944096267359652
-0.1388619138752753,-0.2136575190234366,0.40747080760548443,-0.2213485169876864
0.09205427306572525,0.38892598644306425,-0.3565571376320738,0.26502462094045054
-0.15972626976393559,0.14723582300408813,-0.010295372485281057,-0.583168040315097
-0.2027897750916139,-0.025977224106661614,-0.14799437777392976,-0.0612043724592489
-0.21623156396459825,0.5245045709965999,0.12328997566782024,0.002144675484007625
-0.3398342627186652,-0.17188011878145368,-0.12834078237794852,0.012849761142330106
0.4882632014233556,0.09075779470098597,-0.13535277343783453,-0.27869893879987484
-0.45480417722170235,-0.27119867959176647,-0.1373826217291527,-0.03561280920991742
-0.1721879627426774,0.2552151887458349,0.45230286291013133,0.5525357693770351
