PC1,PC2,PC3,PC4
0.18739624789688178,0.3558274004819553,-0.28159484664097445,0.42819759129860197
-0.19321178943325612,0.30899865495407736,-0.11681476920461445,-0.27272126596020646
0.11361045766133429,0.39686520298712535,0.21796864572299482,-0.22852338064525243
-0.05859814862336924,0.4028509881342171,0.10545179381475722,-0.20584826814932883
0.14527854010525387,-0.3122854400158284,-0.10639351580386566,-0.23365899038039703
-0.17054081899618753,0.2663274496597101,-0.41313981035331554,0.4755893415523095
0.030992959377697905,0.22625754709577978,0.42110291341934414,-0.08873584124446465
0.0361483318538993,0.08803478490917536,0.49404550078533593,0.4515555707399944
-0.27502508627159444,0.43843762616168425,-0.09522290485704353,-0.22811741676648592
0.2750675107461074,0.04865882686317947,-0.24024952405106775,0.028397930283625878
-0.17055654165354073,-0.023358660194637015,0.4135214093008597,0.3122258343361245
0.5915306032163125,0.13384903439660645,-0.019171822285979637,-0.06847612826716369
-0.5731095523643152,-0.1329069312683993,-0.08282986736296198,-0.009864597312355339
