PC1,PC2,PC3,PC4
-0.17065825184618638,0.21307692109025933,-0.5774648442956491,0.1297591001264752
-0.15525725727201314,0.43163931925385807,0.21432926775642744,-0.338946251548861
-0.3947547874514987,-0.12584626266590332,-0.12455671231849279,0.0737707431072904
-0.25387719273715925,0.30531155824577333,-0.035404683919980695,-0.16622709836284585
-0.1276154294326975,-0.22181759033878462,0.37068799556114507,-0.30298259806760985
0.0864130103917238,0.4137411077431478,-0.3036519418876556,0.23381473375186843
-0.1626098211033211,0.17692653764658833,0.006684779968777006,-0.5479409181149358
-0.2001992989699448,0.004221114174611517,-0.14287288292321804,0.03229155688779954
-0.21296970767750784,0.5091074992487085,0.1776813734214187,0.027442062196077643
-0.3413557382283282,-0.17194319458514773,-0.13248249953312685,-0.03420538241729747
0.48784100090149274,0.12246080898943458,-0.14415065933230628,-0.25524927186715207
-0.4516853557873406,-0.26498709995830616,-0.16908419397526345,-0.07628812948036989
-0.17978602645555136,0.18318845040156584,0.5052394018221006,0.56085606035084
