PC1,PC2,PC3,PC4
-0.008898888326163867,0.17861134546445187,-0.5443349301924609,-0.3417260612511388
-0.26492798884468216,0.4287724127558674,0.19974331222714836,-0.1310895905611931
-0.26259211124155474,-0.37113606168003666,-0.26293465642415803,0.16477775132961997
-0.25446614388649563,-0.11586409892966176,-0.30983490341843295,0.2234672849979548
-0.18489296285603585,-0.10828686455566616,0.4770075240717281,-0.34504500752941714
0.03024748514800474,0.43167688587677094,-0.358019395210681,-0.18699940298516488
-0.27287812448888477,0.02086788836613542,0.006956401150073197,-0.01517893611452915
-0.17634689642312182,-0.28937788675358755,-0.26047646716743833,0.24398408973159236
-0.25616909514061215,0.44149570825421663,-0.13468561261443404,0.203612468124226
-0.3271469035628724,-0.013306034233347112,-0.06112609597171865,-0.4499718298453744
0.4877204624079177,-0.013489071817929995,-0.11586979655495677,-0.10001893574945994
-0.43609974255447503,-0.22960265384339343,-0.00862676888502803,-0.2621560029583617
-0.23380201398833664,0.32069438102965286,0.19920466983856383,0.5024975335298474
