"ID","PC1","PC2","PC3","PC4","CHI"
1,0.206540988800287,-0.730228889507494,1.86384967407795,0.759019235475342,0.45
2,-0.9706480105074,1.05976908731694,0.235192130925116,-1.80265289598294,0.53
3,-0.794206928696035,-1.56705503313964,0.0860417077681388,-0.609544083691456,0.4
4,-0.294558148186038,0.708879444186187,0.92056405996684,1.59914886337264,0.3
5,-0.89354672739827,0.542370387498378,-0.410707856340647,0.36199021818985,0.27
6,1.3147891596825,0.005271601341744,-1.15424665596981,0.285524942100189,0.3
7,0.485045589239943,0.322762478170466,-0.654448183076462,-0.82736672816762,0.26
8,-0.492092988208631,1.79691212757766,0.426004484834591,-0.267289223425112,0.35
9,1.29525856738066,-0.627073453905006,0.298405313571535,-0.361838823653248,0.29
10,-1.15344988855356,-0.941515372845017,-1.29185855045379,-0.0807750639705212,0.41
12,-0.369419049831447,-0.683667144810461,-0.103018742259176,1.03665325013524,0.28
13,0.694030276510023,0.741900878463445,0.0346699992611829,0.498684370221877,0.23
14,-0.316524659337541,-0.0188000876636936,0.722804746307007,-0.408667274378163,0.24
