"ID","PC1","PC2","PC3","PC4","CHI"
1,-1.16257250956267,1.11812469259243,-1.46928170887795,-0.0889460879536883,0.38
2,1.26495318131353,0.692972474113468,0.272953592370429,-0.609193420358412,0.31
3,-0.151970908296352,-0.116623152580906,1.00968705003573,-0.101680475388806,0.26
4,-0.366823212996335,0.851995252309308,0.394574148659615,-1.90969586777157,0.52
5,-0.140490832279756,0.0411130182477547,1.08840769834185,1.59529283600397,0.38
6,-1.24839684661264,-0.189333193694731,-0.461415968971125,-0.685885111600451,0.28
7,-0.387861200112297,1.16877477859987,0.131693775811904,0.341322287193396,0.29
8,-0.670631700865585,0.0834825747864527,-0.692582155958604,0.98135267739656,0.27
9,0.395594712433949,-0.518869952955425,-0.540037433714185,-0.826678275850928,0.27
10,1.39462645714903,-0.134938192563782,-1.06468519692511,0.255486330600323,0.3
11,0.746587335534967,-0.601426479878522,0.0719996016600611,0.526357754678436,0.23
12,-0.496670173495641,-1.68650880353143,0.864974247677624,-1.28730481101041,0.43
13,-0.846248335719394,-1.40411683069301,0.336660965085495,0.372875305239215,0.31
