"ID","PC1","PC2","PC3","PC4","CHI"
1,0.29719971905318,-0.420911578126273,-1.14456542262723,0.131909851412726,0.26
3,0.313878331379626,0.573067270046066,-0.099928370246653,-1.04109309222858,0.25
4,-1.05353719412277,0.0622976137559827,-0.44026972195099,-0.167511393120062,0.26
5,-0.924690972586988,-1.35497747157175,-0.554221400999003,-1.23847519557248,0.48
6,1.56266367920962,0.0196325477792953,-0.646798056358092,-0.365058138724219,0.26
8,-0.682831965937672,1.52266938684651,0.270299540049763,-0.132917878711667,0.27
9,0.490783405659798,-0.583897815642624,0.166561573322123,1.19454497219735,0.32
10,-1.2339614058981,-1.33106340658175,-0.845980201354331,0.755529271322354,0.45
11,0.57142552877027,0.738596959732728,0.0536512421758876,0.345978177901208,0.2
12,-0.673175193296745,0.759504179295575,-0.403951218746264,1.30250367702273,0.33
13,-0.427136939180714,0.222577769720561,1.47993154260531,0.352019299127045,0.36
14,0.730864237257576,-0.765881170414687,0.634200744793105,-0.401013360165075,0.32
