"ID","PC1","PC2","PC3","PC4","CHI"
1,1.33860169123864,1.46399291178805,0.999083834320083,-0.399081459709721,0.49
2,-1.59872640856081,-0.131299327291086,0.632892261052938,-0.310581242320661,0.24
3,1.0255671724209,0.278668777633355,-0.496789365721314,-1.89158006081263,0.54
4,0.341240065154931,-0.107591469550338,-1.24230148653586,1.04223982063476,0.37
5,0.763347367366143,0.569807356544731,0.679308404808073,1.39390557693379,0.41
6,-0.833179877704954,0.860275264374579,-0.406139742308676,0.316222925724587,0.32
7,0.579542222976693,-1.2980732010623,-0.399979950508942,-0.524711284709094,0.3
8,-0.529191960605731,-0.612881482850711,0.0818993561098208,0.445504245222008,0.21
9,-0.577323867398722,-0.262057896515801,-0.188089719180341,-1.07504399518911,0.27
10,0.420014891135634,0.56835706870694,-1.63472982334884,-0.629359793514031,0.43
11,0.471951385837678,-1.34696268343827,-0.132051763404007,1.17726356575642,0.31
12,-0.350735550739406,0.451588850534356,1.13186140085824,-0.157997698960028,0.26
13,0.995112808160141,-0.290374027813821,0.744474691193246,0.00550955999236625,0.29
