"ID","PC1","PC2","PC3","PC4","CHI"
1,0.0153689176450853,0.119595168048305,-1.0331027294399,1.53532993781241,0.37
2,0.729313875317009,-0.0267275766803616,0.714024309224843,1.07272793502478,0.26
3,-0.379670352419549,-0.302704253151735,0.608437436459829,-1.12025990308993,0.27
4,0.289451551660115,-0.057061016142852,-1.03326643548498,-0.153507376275752,0.25
5,0.634967273514385,-1.32759135804236,-0.58252543934823,0.599212728364828,0.29
6,0.248161770500522,1.13605533430912,0.0254058067095598,0.44707426932235,0.28
7,-1.28224342199924,0.750808142024729,-0.304277936713464,-0.688842399609171,0.35
8,1.05512788053692,-0.406235431227727,0.402376131377031,-0.483046792652109,0.27
9,0.511118462272997,-1.62418711082573,-0.884942686043296,-1.23688111176867,0.45
10,0.704964871831875,0.995087124020207,-0.199918170153375,-1.72032010060558,0.47
11,1.21474940431186,0.956649415065399,1.57315060420928,-0.00704233610611902,0.38
12,-1.4375750360356,-0.174276139802504,1.03679018304265,0.337381002814588,0.31
13,-0.693114105776632,-0.607657721418424,-0.0332315762426892,0.14910458506134,0.22
